symbol,primary_exchange_,bbg_prim_exch_symbol,short_name,industry_sector,industry_group,offering_type,pre/post,launch_date,px_date,start_date,"book_build_
days",uop,left_lead,active_book,co-managers,anncd_shares,priced_shares,upsize?,anncd_proceeds,"pre_shoe
_proceeds",type,pe_sellers,pricing,"dilution_
float",dilution_so,volume_avg_3m,deal_size_vs_adv,eqy_float,eqy_sh_out,short_int,dtc,si_percent_equity_float,beta,cur_mkt_cap,curr_entp_val,median_pt,pt_vs_launch_px,px_official_close,px_open,last_price,gap_%,chg_pct_5d,chg_pct_1m,change_from_ap,px_disc_from_launch,px_disc_from_open,trade_date,pricing_day_close,"subscription
_multiple_",mkting_vwap,"pre_open
_volume","pre_open_volume
_%_of_deal",td_open,"td_open_

vs_deal","td_open_vs_
pd_close",open_print_%,td_low_px,"td_low_px_
vs_deal",break,td_close,"td_close

vs_deal","td_close_
vs
pd_close","td_close
_
vs_td_open","td_vwap_
vs_deal","td_volume_
mkt_hours","mkt_hours_volume_
%_of_deal",td_total_volume,"td_volume_as_
%_of_priced_shares"
CTRP US Equity,#N/A Real Time Equity,CTRP #N/A Real Time Equity,CTRIP.COM-ADR,Communications,Internet,Sec + Cvt,pre,9/6/2016,9/6/2016,9/6/2016,1,GCP,JPM,MS,0,22.5,28.8,upsized,"$1,003.00 ","$1,323.65 ",Primary,No,$45.96 ,ADR,5.03%,"4,975,594",4.52,ADR,466.42,"32,897,622",6.61,ADR,1.29,"$22,137.46 ","$25,009.55 ", #N/A N/A ,#VALUE!,$47.90 ,$46.50 ,,-2.92%,,,,-4.05%,-1.16%,9/7/2016,$45.96 ,3,#N/A N/A,"1,708,019",5.93%,$45.56 ,-0.87%,-0.87%,,$44.75 ,-2.63%, YES ,$44.95 ,-2.20%,-2.20%,-1.34%,-1.71%,"17,128,300",59.47%,"18,836,319.00",65.40%
BUFF US Equity,#N/A Real Time Equity,BUFF #N/A Real Time Equity,BLUE BUFFALO PET,"Consumer, Non-cyclical",Food,Sec,post,6/27/2016,6/28/2016,6/28/2016,1,Selling SHs,JPM,CITI MS DB BARC,1,15,15,no change,$330.00 ,$330.00 ,Secondary,Yes,$22.00 ,24.47%,7.64%,"1,204,450",12.45,61.31,196.24,"11,667,970",9.69,19.03%,0.74,"$4,588.05 ","$4,836.63 ", #N/A N/A ,#VALUE!,$23.38 ,$22.61 ,,-3.29%,,,,-5.90%,-2.70%,6/29/2016,$23.20 ,3,$23.04 ,"2,334,100",15.56%,$23.25 ,5.68%,0.22%,,$22.80 ,3.64%, NO ,$23.59 ,7.23%,1.68%,1.46%,6.71%,"9,391,019",62.61%,"11,725,119.00",78.20%
TSLA US Equity,UW Equity,TSLA UW Equity,TESLA INC,"Consumer, Cyclical",Auto Manufacturers,Sec,post,5/18/2016,5/19/2016,5/19/2016,1,"GCP, Selling SHs",MS,GS DB CITI BAML ,0,9.58,9.3,downsized,"$2,000.00 ","$1,999.50 ",Both,No,$215.00 ,9.59%,7.15%,"4,522,136",2.12,99.87,133.95,"29,311,876",6.48,29.35%,1.28,"$28,285.09 ","$29,133.56 ",$64.00 ,-70%,$211.17 ,$213.62 ,,1.16%,,,,1.81%,0.65%,5/20/2016,$215.21 ,3,$212.37 ,"592,019",6.37%,$217.00 ,0.93%,0.83%,,$216.35 ,0.63%, NO ,$220.28 ,2.46%,2.36%,1.51%,,"7,846,394",84.37%,"9,007,076.00",96.90%
THS US Equity,UN Equity,THS UUN Equity,TREEHOUSE FOODS,"Consumer, Non-cyclical",Food,Sec,pre,1/20/2016,1/20/2016,1/20/2016,1,Acq,BAML,WFC JPM STRH BMO ,6,11.54,11.54,no change,$750.10 ,$750.10 ,Primary,No,$65.00 ,27.54%,28.48%,"717,414",16.09,41.9,43.1,"4,046,034",5.45,9.66%,0.74,"$3,086.05 ","$4,279.38 ",$100.00 ,40%,$71.61 ,$67.25 ,,-6.09%,,,,-9.23%,-3.35%,1/21/2016,$67.32 ,3,$67.60 ,"1,146,041",9.93%,$69.92 ,7.57%,3.86%,,$69.25 ,6.54%, NO ,$74.35 ,14.38%,10.44%,6.34%,,"9,428,365",81.70%,"10,181,199.00",88.20%
XLRN US Equity,UQ Equity,XLRN UQ Equity,ACCELERON PHARMA,"Consumer, Non-cyclical",Biotechnology,Sec,post,1/4/2016,1/5/2016,1/5/2016,1,Drug Development,MS,LEER UBS,2,3.75,3.75,no change,$150.00 ,$150.00 ,Primary,No,$40.00 ,17.45%,11.28%,"402,501",9.32,21.49,33.25,"1,957,384",4.86,9.11%,1.23,"$1,491.74 ","$1,485.45 ",$58.00 ,29%,$44.86 ,$43.60 ,,-2.81%,,,,-10.83%,-8.26%,1/6/2016,$40.22 ,3,$41.89 ,"196,185",5.23%,$40.00 ,0.00%,-0.55%,,$35.45 ,-11.38%, YES ,$37.10 ,-7.25%,-7.76%,-7.25%,,"3,266,721",87.11%,"3,439,055.00",91.70%
RMAX US Equity,UN Equity,RMAX UN Equity,RE/MAX HOLDINGS,Financial,Real Estate,Sec,post,11/16/2015,11/18/2015,11/17/2015,2,Selling SHs,MS,JPM BAML,3,4.5,4.5,no change,$162.00 ,$162.00 ,Secondary,No,$36.00 ,36.79%,36.47%,"90,696",49.62,12.23,12.34,"331,937",3.66,2.71%,0.75,"$1,788.59 ","$1,904.59 ",$40.00 ,-5%,$41.95 ,$41.57 ,,-0.91%,,,,-14.18%,-13.40%,11/19/2015,$36.76 ,3,$38.11 ,"506,716",11.26%,$36.90 ,2.50%,0.38%,,$36.37 ,1.03%, NO ,$36.58 ,1.61%,-0.49%,-0.87%,,"2,588,494",57.52%,"2,677,562.00",59.50%
BKH US Equity,UN Equity,BKH UUN Equity,BLACK HILLS CORP,Utilities,Electric,Sec + Equity Units,post,11/16/2015,11/17/2015,11/17/2015,1,Acq,CS,BAML RBC WFC,5,5.5,5.5,no change,$221.38 ,$221.38 ,Primary,No,$40.25 ,12.43%,12.26%,"358,772",15.33,44.26,44.85,"2,272,872",6.34,5.14%,0.9,"$2,004.38 ","$3,617.83 ",$50.50 ,13%,$44.69 ,$42.59 ,,-4.70%,,,,-9.94%,-5.49%,11/18/2015,$40.25 ,3,$40.45 ,"692,341",12.59%,$40.36 ,0.27%,0.27%,,$40.00 ,-0.62%, YES ,$40.48 ,0.57%,0.57%,0.30%,,"5,498,049",99.96%,"6,544,818.00",119.00%
OPB US Equity,UW Equity,OPB UUW Equity,OPUS BANK,Financial,Banks,Sec,post,11/16/2015,11/17/2015,11/17/2015,1,Selling SHs,SAND,KBW JPM CS,1,5.11,5.48,upsized,$186.61 ,$200.02 ,Secondary,Yes,$36.50 ,52.14%,17.87%,"350,464",14.58,9.8,28.6,"733,896",2.09,7.49%,0.65,"$1,113.37 ", #N/A N/A ,$45.00 ,16%,$38.93 ,$37.74 ,,-3.06%,,,,-6.24%,-3.29%,11/18/2015,$36.89 ,3,$37.27 ,"353,022",6.44%,$36.75 ,0.68%,-0.38%,,$36.50 ,0.00%, NO ,$36.59 ,0.25%,-0.81%,-0.44%,,"2,986,206",54.49%,"3,166,347.00",57.80%
VIRT US Equity,UW Equity,VIRT UW Equity,VIRTU FINANCIA-A,Financial,Diversified Finan Serv,Sec,pre,11/12/2015,11/12/2015,11/12/2015,1,Selling SHs,GS,-,0,6.47,6.47,no change,$143.31 ,$143.31 ,Both,Yes,$22.15 ,34.40%,4.87%,"528,655",12.24,18.81,34.31,"1,000,163",1.89,5.32%,0.09,"$3,198.13 ","$5,722.59 ",$25.00 ,8%,$23.10 ,$22.50 ,,-2.60%,,,,-4.11%,-1.56%,11/13/2015,$22.15 ,3,$22.21 ,"293,094",4.53%,$22.20 ,0.23%,0.23%,,$21.91 ,-1.08%, YES ,$22.15 ,0.00%,0.00%,-0.23%,,"3,614,093",55.86%,"3,862,493.00",59.70%
TACO US Equity,UR Equity,TACO UR Equity,DEL TACO RESTAUR,"Consumer, Cyclical",Retail,Sec,pre,10/26/2015,10/26/2015,10/26/2015,1,Selling SHs,CITI,PJ,0,3.37,3.37,no change,$40.46 ,$40.44 ,Secondary,Yes,$12.00 ,11.59%,9.04%,"383,323",8.79,29.08,38.8,"2,887,203",7.53,9.90%,0.42,$495.11 ,$489.60 ,$19.25 ,51%,$12.76 ,$12.40 ,,-2.82%,,,,-5.96%,-3.23%,10/27/2015,$12.26 ,3,$12.23 ,"519,013",15.40%,$12.20 ,1.67%,-0.49%,,$12.13 ,1.08%, NO ,$12.48 ,4.00%,1.79%,2.30%,,"2,778,958",82.46%,"2,976,149.00",88.30%
JAH US Equity,#N/A Real Time Equity,JAH U#N/A Real Time Equity,JARDEN CORP,"Consumer, Non-cyclical",Household Products/Wares,Sec,post,10/14/2015,10/15/2015,10/15/2015,1,Acq,BARC,UBS CS WFC STRH RBC,6,10,10,no change,$490.00 ,$490.00 ,Primary,No,$49.00 ,5.04%,4.77%,"1,900,000",5.26,198.6,210,"10,900,000",5.74,5.49%,1.25,"$10,781.51 ",,$64.00 ,25%,$51.08 ,$50.19 ,,-1.74%,,,,-4.07%,-2.37%,10/16/2015,$49.84 ,3,$49.67 ,"966,693",9.67%,$49.50 ,1.02%,-0.68%,,$49.11 ,0.22%, NO ,$49.83 ,1.69%,-0.02%,0.67%,,"8,863,900",88.64%,"8,865,719.00",88.70%
PCTY US Equity,UW Equity,PCTY UW Equity,PAYLOCITY HOLDIN,"Consumer, Non-cyclical",Commercial Services,Sec,post,9/23/2015,9/24/2015,9/24/2015,1,Selling SHs,DB,BAML WBLR STIF,4,3.74,3.74,no change,$111.27 ,$111.27 ,Secondary,Yes,$29.75 ,21.78%,7.37%,"304,380",12.29,17.17,50.71,"2,414,914",7.93,14.06%,0.96,"$1,621.80 ","$1,472.59 ",$43.50 ,36%,$31.98 ,$30.95 ,,-3.22%,,,,-6.97%,-3.88%,9/25/2015,$30.64 ,3,$30.12 ,"169,446",4.53%,$31.69 ,6.52%,3.43%,,$29.75 ,0.00%, NO ,$29.75 ,0.00%,-2.90%,-6.12%,,"1,928,635",51.57%,"1,929,328.00",51.60%
ADPTQ US Equity,#N/A Real Time Equity,ADPTQ#N/A Real Time Equity,ADEPTUS HEALTH-A,"Consumer, Non-cyclical",Healthcare-Services,Sec,post,7/27/2015,7/29/2015,7/28/2015,2,Selling SHs,GS,BAML,4,2.75,3.4,upsized,$288.75 ,$357.00 ,Primary,Yes,$105.00 ,33.95%,23.71%,"234,000",11.75,8.1,11.6,"1,100,000",4.7,13.58%,1,"$2,211.13 ","$2,393.94 ",$120.00 ,13%,$106.65 ,$107.03 ,,0.36%,,,,-1.55%,-1.90%,7/30/2015,$106.64 ,3,$105.73 ,"123,448",3.63%,$106.90 ,1.81%,0.24%,,$105.61 ,0.58%, NO ,$110.31 ,5.06%,3.44%,3.19%,,"2,057,552",60.52%,"2,181,000.00",64.10%
DLR US Equity,UN Equity,DLR UUN Equity,DIGITAL REALTY,Financial,REITS,Sec,pre,7/14/2015,7/14/2015,7/14/2015,1,Acq,BAML,MS CITI CS,8,10.5,10.5,no change,$714.00 ,$714.00 ,Primary,No,$68.00 ,7.75%,7.51%,"1,116,734",9.4,135.42,135.8,"11,254,016",10.08,8.31%,0.64,"$9,491.50 ","$15,556.92 ",$72.50 ,6%,$68.42 ,$68.30 ,,-0.18%,,,,-0.61%,-0.44%,7/15/2015,$68.93 ,3,$68.76 ,"966,118",9.20%,$68.72 ,1.06%,-0.30%,,$67.53 ,-0.69%, YES ,$67.54 ,-0.68%,-2.02%,-1.72%,,"8,992,297",85.64%,"9,014,703.00",85.90%
WCIC US Equity,#N/A Real Time Equity,WCIC #N/A Real Time Equity,WCI COMMUNITIES,"Consumer, Cyclical",Home Builders,Sec,pre,7/7/2015,7/7/2015,7/7/2015,1,Selling SHs,CS,CITI,0,3.25,3.25,no change,$75.08 ,$75.08 ,Secondary,Yes,$23.10 ,23.17%,12.99%,0,#DIV/0!,14.03,26.11,"596,767",9.3,4.25%,0.82,$634.09 ,$714.96 ,$27.50 ,13%,$24.29 ,$23.47 ,,-3.38%,,,,-4.90%,-1.58%,7/8/2015,$23.28 ,3,$23.36 ,"286,900",8.83%,$23.23 ,0.56%,-0.21%,,$22.50 ,-2.60%, YES ,$22.51 ,-2.55%,-3.31%,-3.10%,,"2,573,884",79.20%,"2,614,296.00",80.40%
RXDX US Equity,#N/A Real Time Equity,RXDX #N/A Real Time Equity,IGNYTA INC,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,6/9/2015,6/10/2015,6/10/2015,1,Drug Development,CS,LEER JEFF PJ,2,4.29,4.29,upsized,$75.00 ,$75.08 ,Primary,No,$17.50 ,23.46%,16.97%,"565,449",7.58,18.27,25.26,"89,783",0.16,0.49%,1.93,$456.74 ,$398.14 ,$18.50 ,2%,$18.08 ,$17.50 ,,-3.21%,,,,-3.21%,0.00%,6/11/2015,$18.42 ,3,$17.93 ,"258,986",6.04%,$18.40 ,5.14%,-0.11%,,$16.50 ,-5.71%, YES ,$16.85 ,-3.71%,-8.52%,-8.42%,,"3,506,832",81.74%,"3,507,132.00",81.80%
TUBE US Equity,#N/A Real Time Equity,TUBE #N/A Real Time Equity,TUBEMOGUL,Technology,Software,Sec,post,6/8/2015,6/10/2015,6/9/2015,2,"Selling SHs, GCP",JPM,BAML CITI,2,5.26,5.26,no change,$75.00 ,$82.85 ,Both,No,$15.75 ,53.01%,17.29%,0,#DIV/0!,9.92,30.41,"2,585,181",8.1,25.83%,1.83,$521.59 ,$466.27 ,$21.00 ,22%,$17.15 ,$16.95 ,,-1.17%,,,,-8.16%,-7.08%,6/11/2015,$16.51 ,3,$16.98 ,"330,503",6.28%,$15.81 ,0.38%,-4.24%,,$15.16 ,-3.75%, YES ,$15.20 ,-3.49%,-7.93%,-3.86%,,"3,802,449",72.29%,"3,808,063.00",72.40%
NVRO US Equity,UN Equity,NVRO UN Equity,NEVRO CORP,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,6/1/2015,6/2/2015,6/2/2015,1,Selling SHs,JPM,MS,2,3.93,4.71,upsized,$200.00 ,$240.21 ,Both,No,$51.00 ,33.18%,15.78%,"628,635",6.25,11.84,24.9,"822,241",1.31,6.94%,0.79,"$1,264.55 ","$1,141.34 ",$66.50 ,31%,$50.79 ,$50.35 ,,-0.87%,,,,0.41%,1.29%,6/3/2015,$51.45 ,3,$50.72 ,"323,711",6.87%,$51.50 ,0.98%,0.10%,,$49.92 ,-2.11%, YES ,$50.28 ,-1.41%,-2.27%,-2.37%,,"2,965,487",62.96%,"2,988,509.00",63.50%
SABR US Equity,UW Equity,SABR UW Equity,SABRE CORP,"Consumer, Non-cyclical",Commercial Services,Sec,post,5/18/2015,5/20/2015,5/19/2015,2,Selling SHs,GS,BAML MS DB EVER,7,22,24,upsized,$572.00 ,$624.00 ,Secondary,Yes,$26.00 ,25.89%,8.10%,"3,803,908",5.78,84.98,271.56,"6,441,634",1.69,7.58%,0.89,"$7,074.01 ","$9,815.91 ",$29.00 ,11%,$26.05 ,$25.55 ,,-1.92%,,,,-0.19%,1.76%,5/21/2015,$26.49 ,3,$26.45 ,"1,195,236",4.98%,$26.06 ,0.23%,-1.62%,,$26.04 ,0.15%, YES ,$26.13 ,0.50%,-1.36%,0.27%,,"10,466,603",43.61%,"10,505,367.00",43.80%
MNTA US Equity,UW Equity,MNTA UW Equity,MOMENTA PHARMACE,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,5/18/2015,5/19/2015,5/19/2015,1,Drug Development,GS,JPM,1,7.25,7.25,no change,$137.75 ,$137.75 ,Primary,No,$19.00 ,13.68%,12.21%,"813,447",8.91,53,59.36,"8,673,554",10.66,16.36%,1.28,"$1,200.22 ",$947.50 ,$22.50 ,11%,$20.22 ,$19.63 ,,-2.92%,,,,-6.03%,-3.21%,5/20/2015,$19.31 ,3,$19.42 ,"457,178",6.31%,$19.68 ,3.58%,1.92%,,$18.80 ,-1.05%, YES ,$19.29 ,1.53%,-0.10%,-1.98%,,"4,894,995",67.52%,"5,013,798.00",69.20%
HMHC US Equity,UW Equity,HMHC UW Equity,HOUGHTON MIFFLIN,Communications,Media,Sec,pre,5/13/2015,5/14/2015,5/13/2015,2,Selling SHs,MS,GS WFC CS,4,10.58,10.58,no change,$243.23 ,$243.34 ,Secondary,No,$23.00 ,9.44%,7.57%,"918,507",11.52,112.05,143.42,"2,331,275",2.54,2.09%,0.75,"$3,449.26 ","$2,938.53 ",$26.00 ,8%,$24.05 ,$23.71 ,,-1.41%,,,,-4.37%,-2.99%,5/15/2015,$23.16 ,3,$23.33 ,"1,189,963",11.25%,$23.40 ,1.74%,1.04%,,$23.10 ,0.43%, YES ,$23.29 ,1.26%,0.56%,-0.47%,,"11,052,766",104.47%,"11,112,543.00",105.00%
IMS US Equity,#N/A Real Time Equity,IMS U#N/A Real Time Equity,IMS HEALTH HOLDI,Technology,Software,Sec,post,5/4/2015,5/6/2015,5/5/2015,2,Selling SHs,GS,MS JPM BAML WFC DB BARC,5,45.8,51.1,upsized,"$1,260.00 ","$1,405.25 ",Secondary,Yes,$27.50 ,78.98%,13.66%,0,#DIV/0!,57.99,335.36,"4,607,020",14.8,7.94%,0.57,"$9,346.35 ","$12,661.06 ",$31.50 ,13%,$27.87 ,$27.42 ,,-1.61%,,,,-1.33%,0.29%,5/7/2015,$27.89 ,3,$27.71 ,"1,800,056",3.52%,$27.72 ,0.80%,-0.61%,,$27.44 ,-0.22%, YES ,$27.95 ,1.64%,0.22%,0.83%,,"14,621,825",28.61%,"14,681,285.00",28.70%
MYCC US Equity,#N/A Real Time Equity,MYCC #N/A Real Time Equity,CLUBCORP HOLDING,"Consumer, Cyclical",Leisure Time,Sec,post,5/4/2015,5/5/2015,5/5/2015,1,,JEFF,GS WFC CITI BAML DB,4,11,12,upsized,$228.25 ,$249.00 ,Secondary,Yes,$20.75 ,36.68%,16.99%,"772,583",14.24,29.99,64.74,"2,276,701",2.95,7.60%,0.68,"$1,430.64 ","$2,280.86 ",$26.00 ,18%,$22.10 ,$21.28 ,,-3.71%,,,,-6.11%,-2.49%,5/6/2015,$20.92 ,3,$20.99 ,"720,650",6.01%,$21.35 ,2.89%,2.06%,,$21.23 ,2.31%, YES ,$21.51 ,3.66%,2.82%,0.75%,,"4,652,610",38.77%,"4,654,379.00",38.80%
ECHO US Equity,UW Equity,ECHO UW Equity,ECHO GLOBAL LOGI,Industrial,Transportation,Sec + Cvt,pre,4/27/2015,4/29/2015,4/27/2015,3,Acq,MS,CS,6,5,5,no change,$145.00 ,$145.00 ,Primary,No,$29.00 ,27.30%,22.62%,"251,948",19.85,18.32,23.87,"2,159,763",8.57,12.12%,0.72,$767.77 ,$690.24 ,$35.00 ,7%,$32.68 ,$31.90 ,,-2.39%,,,,-11.26%,-9.09%,4/30/2015,$29.64 ,3,$30.21 ,"505,109",10.10%,$29.49 ,1.69%,-0.51%,,$27.94 ,-3.66%, YES ,$28.90 ,-0.34%,-2.50%,-2.00%,,"5,363,554",107.27%,"5,738,289.00",114.80%
FRPT US Equity,UQ Equity,FRPT UQ Equity,FRESHPET INC,"Consumer, Cyclical",Retail,Sec,post,4/27/2015,4/29/2015,4/28/2015,2,Selling SHs,GS,CS,4,5.31,5.31,no change,$114.08 ,$114.01 ,Secondary,Yes,$21.47 ,44.87%,15.86%,"223,561",23.75,11.83,33.47,"7,204,577",32.23,60.88%,0.37,$778.86 ,$686.20 ,$24.00 ,3%,$23.27 ,$23.39 ,,0.52%,,,,-7.74%,-8.21%,4/30/2015,$21.47 ,3,$22.55 ,"382,752",7.21%,$22.44 ,4.52%,4.52%,,$21.42 ,-0.23%, YES ,$21.68 ,0.98%,0.98%,-3.39%,,"2,642,832",49.77%,"2,672,362.00",50.30%
WCIC US Equity,#N/A Real Time Equity,WCIC #N/A Real Time Equity,WCI COMMUNITIES,"Consumer, Cyclical",Home Builders,Sec,post,4/13/2015,4/15/2015,4/14/2015,2,Selling SHs,CS,CITI RJ JPM ,3,3.25,3.25,no change,$73.94 ,$73.94 ,Secondary,Yes,$22.75 ,31.56%,12.45%,0,#DIV/0!,10.3,26.11,"592,103",5.6,5.75%,0.83,$619.47 ,$711.34 ,$27.50 ,16%,$23.73 ,$23.19 ,,-2.28%,,,,-4.13%,-1.90%,4/16/2015,$23.08 ,3,$22.93 ,"361,157",11.11%,$23.98 ,5.41%,3.90%,,$23.28 ,2.33%, NO ,$23.85 ,4.84%,3.34%,-0.54%,,"1,955,915",60.18%,"1,958,315.00",60.30%
SFS US Equity,#N/A Real Time Equity,SFS U#N/A Real Time Equity,SMART & FINAL ST,"Consumer, Non-cyclical",Food,Sec,pre,4/13/2015,4/14/2015,4/13/2015,2,Selling SHs,CS,MS DB BARC PJ CITI GUGG,0,10,10,no change,$185.00 ,$185.00 ,Secondary,Yes,$18.50 ,57.64%,13.58%,"399,497",25.03,17.35,73.77,"949,432",2.38,5.47%,0.61,"$1,394.28 ","$1,881.46 ",$17.00 ,-10%,$18.90 ,$18.50 ,,-2.12%,,,,-2.12%,0.00%,4/15/2015,$18.98 ,3,$19.08 ,"712,510",7.13%,$18.35 ,-0.81%,-3.32%,,$18.26 ,-1.30%, YES ,$18.50 ,0.00%,-2.53%,0.82%,,"6,490,745",64.91%,"6,496,542.00",65.00%
AXTA US Equity,UN Equity,AXTA UN Equity,AXALTA COATING S,Basic Materials,Chemicals,Sec,post,3/30/2015,4/1/2015,3/31/2015,3,Selling SHs,CITI,GS JPM DB  ,8,35,40,upsized,$980.00 ,"$1,120.00 ",Secondary,Yes,$28.00 ,60.09%,15.23%,"1,790,855",19.54,58.25,229.82,"799,672",0.45,1.37%,0.52,"$6,278.66 ","$10,036.72 ",$32.00 ,17%,$27.32 ,$27.48 ,,0.59%,,,,2.49%,1.89%,4/2/2015,$28.64 ,3,$27.80 ,"3,344,767",8.36%,$28.00 ,0.00%,-2.23%,,$27.70 ,-1.07%, YES ,$27.93 ,-0.25%,-2.48%,-0.25%,,"19,054,842",47.64%,"19,093,258.00",47.70%
CONE US Equity,UW Equity,CONE UW Equity,CYRUSONE INC,Financial,REITS,Sec,post,3/30/2015,3/31/2015,3/31/2015,1,Buyback ,CITI,MS JPM GS DB BARC,3,12.2,12.4,upsized,$379.66 ,$385.89 ,Primary,No,$31.12 ,34.62%,31.23%,"994,353",12.27,35.24,39.06,"1,547,384",1.56,4.44%,0.77,"$1,269.15 ","$2,127.03 ",$34.00 ,5%,$32.49 ,$31.97 ,,-1.60%,,,,-4.22%,-2.66%,4/1/2015,$31.12 ,3,$31.25 ,"757,855",6.11%,$31.22 ,0.32%,0.32%,,$31.00 ,-0.39%, YES ,$31.11 ,-0.03%,-0.03%,-0.35%,,"6,594,201",53.18%,"6,659,999.00",53.70%
CFG US Equity,UN Equity,CFG UUN Equity,CITIZENS FINANCI,Financial,Banks,Sec,pre,3/23/2015,3/25/2015,3/23/2015,3,Selling SHs,MS,JPM GS CITI,8,115,135,upsized,"$2,730.00 ","$3,206.25 ",Secondary,No,$23.75 ,71.89%,21.10%,"5,042,880",22.8,159.97,545.94,"9,563,982",1.9,5.98%,0.87,"$13,539.40 ", #N/A N/A ,$27.00 ,9%,$24.80 ,$24.85 ,,0.20%,,,,-4.23%,-4.43%,3/26/2015,$24.00 ,3,$24.42 ,"15,787,001",11.69%,$24.10 ,1.47%,0.42%,,$23.83 ,0.34%, NO ,$24.12 ,1.56%,0.50%,0.08%,,"62,143,173",46.03%,"62,491,480.00",46.30%
EPZM US Equity,UW Equity,EPZM UW Equity,EPIZYME INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,3/16/2015,3/17/2015,3/17/2015,1,Drug Development,LEER,COWN RBC,1,4.75,6,upsized,$98.56 ,$124.50 ,Primary,No,$20.75 ,27.65%,13.78%,"505,326",9.4,17.18,34.47,"3,644,897",7.21,21.21%,1.57,$760.80 ,$538.30 ,$44.00 ,99%,$22.07 ,$21.35 ,,-3.26%,,,,-5.98%,-2.81%,3/18/2015,$21.13 ,3,$21.09 ,"236,363",3.94%,$21.55 ,3.86%,1.99%,,$20.30 ,-2.17%, YES ,$20.44 ,-1.49%,-3.27%,-5.15%,,"3,101,465",51.69%,"3,107,681.00",51.80%
KYTH US Equity,#N/A Real Time Equity,KYTH #N/A Real Time Equity,KYTHERA BIOPHARM,"Consumer, Non-cyclical",Biotechnology,Sec,post,3/9/2015,3/10/2015,3/10/2015,1,Drug Development,GS,LEER BAML,1,2.6,2.6,downsized,$125.00 ,$124.80 ,Primary,No,$48.00 ,17.40%,11.44%,0,#DIV/0!,14.96,22.76,"5,192,886",0,34.94%,1.31,"$1,164.38 ","$1,043.71 ",$50.00 ,-2%,$51.17 ,$50.00 ,,-2.29%,,,,-6.20%,-4.00%,3/11/2015,$49.01 ,3,$50.28 ,"152,037",5.85%,$50.24 ,4.67%,2.51%,,$50.11 ,4.40%, NO ,$52.02 ,8.38%,6.14%,3.54%,,"2,217,865",85.30%,"2,235,514.00",86.00%
DRII US Equity,#N/A Real Time Equity,DRII #N/A Real Time Equity,DIAMOND RESORTS,"Consumer, Cyclical",Lodging,Sec,post,3/2/2015,3/4/2015,3/3/2015,2,Selling SHs,CS,,0,4.83,6.7,upsized,$163.11 ,$226.13 ,Secondary,No,$33.75 ,12.76%,6.38%,0,#DIV/0!,37.85,75.74,"4,331,735",13.2,11.44%,0.8,"$2,667.37 ","$3,344.59 ",$42.00 ,19%,$35.22 ,$34.92 ,,-0.85%,,,,-4.17%,-3.35%,3/5/2015,$34.76 ,3,$34.15 ,"366,137",5.46%,$33.75 ,0.00%,-2.91%,,$33.50 ,-0.74%, YES ,$33.60 ,-0.44%,-3.34%,-0.44%,,"3,461,156",51.66%,"3,461,656.00",51.70%
AMT US Equity,UN Equity,AMT UUN Equity,AMERICAN TOWER C,Financial,REITS,Sec + Cvt,pre,2/24/2015,2/25/2015,2/24/2015,2,Acq,GS,JPM CITI BARC BAML ,7,23.5,23.5,no change,"$2,280.00 ","$2,279.50 ",Primary,No,$97.00 ,5.93%,6.09%,"2,102,970",11.17,396.26,396.71,"5,041,058",2.4,1.27%,0.85,"$38,587.73 ","$53,744.58 ",$109.00 ,12%,$97.33 ,$95.42 ,,-1.96%,,,,-0.34%,1.66%,2/26/2015,$97.85 ,3,$96.22 ,"1,105,969",4.71%,$97.50 ,0.52%,-0.36%,,$97.42 ,0.43%, NO ,$98.88 ,1.94%,1.05%,1.42%,,"17,074,580",72.66%,"18,726,256.00",79.70%
MIC US Equity,UN Equity,MIC UUN Equity,MACQUARIE INFRAS,"Consumer, Non-cyclical",Commercial Services,Sec,post,2/24/2015,2/25/2015,2/25/2015,1,Acq,BARC,MACQ JPM STRH RBC,7,4.38,5.31,upsized,$350.00 ,$424.80 ,Primary,No,$80.00 ,6.70%,6.15%,"495,096",8.85,65.41,71.23,"640,242",1.29,0.98%,0.73,"$5,685.00 ","$8,319.63 ",$90.00 ,13%,$79.81 ,$79.05 ,,-0.95%,,,,0.24%,1.20%,2/26/2015,$81.25 ,3,$80.36 ,"240,434",4.53%,$80.00 ,0.00%,-1.54%,,$78.92 ,-1.35%, YES ,$78.98 ,-1.28%,-2.79%,-1.28%,,"3,546,685",66.79%,"3,591,685.00",67.60%
